x,y,sdr,tke
 9.701266289E-01, 3.387046456E-01, 6.927027840E-08, 4.957181887E-10
 9.701266289E-01, 3.491942286E-01, 6.927091789E-08, 4.957231292E-10
 9.701266289E-01, 3.600086570E-01, 6.927156448E-08, 4.957281252E-10
 9.701266289E-01, 3.711580336E-01, 6.927222529E-08, 4.957332322E-10
 9.701266289E-01, 3.826526701E-01, 6.927290030E-08, 4.957383948E-10
 9.701266289E-01, 3.945032954E-01, 6.927358243E-08, 4.957436683E-10
 9.701266289E-01, 4.067209363E-01, 6.927427165E-08, 4.957490529E-10
 9.701266289E-01, 4.193169773E-01, 6.927498220E-08, 4.957544375E-10
 9.701266289E-01, 4.323030710E-01, 6.927569274E-08, 4.957599331E-10
 9.701266289E-01, 4.456913769E-01, 6.927641749E-08, 4.957655397E-10
 9.701266289E-01, 4.594942927E-01, 6.927714935E-08, 4.957712019E-10
 9.701266289E-01, 4.737246931E-01, 6.927788831E-08, 4.957769195E-10
 9.701266289E-01, 4.883958101E-01, 6.927864149E-08, 4.957826927E-10
 9.701266289E-01, 5.035212636E-01, 6.927939467E-08, 4.957885213E-10
 9.701266289E-01, 5.191151500E-01, 6.928016205E-08, 4.957944610E-10
 9.701266289E-01, 5.351920128E-01, 6.928092944E-08, 4.958003452E-10
 9.701266289E-01, 5.517667532E-01, 6.928170393E-08, 4.958063404E-10
 9.701266289E-01, 5.688547492E-01, 6.928248553E-08, 4.958123356E-10
 9.701266289E-01, 5.864720345E-01, 6.928326002E-08, 4.958183863E-10
 9.701266289E-01, 6.046348810E-01, 6.928404872E-08, 4.958243816E-10
 9.701266289E-01, 6.233602166E-01, 6.928483032E-08, 4.958304323E-10
 9.701266289E-01, 6.426655054E-01, 6.928561191E-08, 4.958364830E-10
 9.701266289E-01, 6.625686884E-01, 6.928639351E-08, 4.958424782E-10
 9.701266289E-01, 6.830881834E-01, 6.928716800E-08, 4.958484734E-10
 9.701266289E-01, 7.042432427E-01, 6.928793539E-08, 4.958543576E-10
 9.701266289E-01, 7.260534167E-01, 6.928870278E-08, 4.958602418E-10
 9.701266289E-01, 7.485390902E-01, 6.928944174E-08, 4.958660149E-10
 9.701266289E-01, 7.717211246E-01, 6.929018070E-08, 4.958716771E-10
 9.701266289E-01, 7.956210375E-01, 6.929089835E-08, 4.958771727E-10
 9.701266289E-01, 8.202611804E-01, 6.929160890E-08, 4.958825572E-10
 9.701266289E-01, 8.456644416E-01, 6.929226970E-08, 4.958876643E-10
 9.701266289E-01, 8.718544245E-01, 6.929294472E-08, 4.958928268E-10
 9.701266289E-01, 8.988554478E-01, 6.929349183E-08, 4.958969901E-10
 9.701266289E-01, 9.266927242E-01, 6.929421659E-08, 4.959024857E-10
 9.701266289E-01, 9.553921223E-01, 6.929406027E-08, 4.959010980E-10
 9.701266289E-01, 9.849802852E-01, 6.929476370E-08, 4.959066491E-10
